날짜,지역,확진자수
2020.09.20,세종,70
2020.09.20,경기,4156
2020.09.20,강원,217
2020.09.20,충북,156
2020.09.20,충남,468
2020.09.20,전북,115
2020.09.20,전남,167
2020.09.20,경북,1511
2020.09.20,경남,283
2020.09.20,제주,58
2020.09.21,서울,4995
2020.09.21,부산,385
2020.09.21,대구,7125
2020.09.21,인천,881
2020.09.21,광주,486
2020.09.21,대전,356
2020.09.21,울산,142
2020.09.21,세종,70
2020.09.21,경기,4174
2020.09.21,강원,217
2020.09.21,충북,158
2020.09.21,충남,468
2020.09.21,전북,115
2020.09.21,전남,167
2020.09.21,경북,1512
2020.09.21,경남,285
2020.09.21,제주,58
2020.09.22,서울,5016
2020.09.22,부산,390
2020.09.22,대구,7125
2020.09.22,인천,883
2020.09.22,광주,486
2020.09.22,대전,356
2020.09.22,울산,143
2020.09.22,세종,71
2020.09.22,경기,4194
2020.09.22,강원,219
2020.09.22,충북,160
2020.09.22,충남,468
2020.09.22,전북,115
2020.09.22,전남,167
2020.09.22,경북,1516
2020.09.22,경남,286
2020.09.22,제주,58
2020.09.23,서울,5056
2020.09.23,부산,397
2020.09.23,대구,7128
2020.09.23,인천,888
2020.09.23,광주,488
2020.09.23,대전,356
2020.09.23,울산,145
2020.09.23,세종,71
2020.09.23,경기,4224
2020.09.23,강원,220
2020.09.23,충북,162
2020.09.23,충남,473
2020.09.23,전북,116
2020.09.23,전남,167
2020.09.23,경북,1522
2020.09.23,경남,286
2020.09.23,제주,58
2020.09.24,서울,5095
2020.09.24,부산,404
2020.09.24,대구,7129
2020.09.24,인천,898
2020.09.24,광주,488
2020.09.24,대전,357
2020.09.24,울산,145
2020.09.24,세종,74
2020.09.24,경기,4272
2020.09.24,강원,222
2020.09.24,충북,164
2020.09.24,충남,474
2020.09.24,전북,117
2020.09.24,전남,168
2020.09.24,경북,1524
2020.09.24,경남,287
2020.09.24,제주,59
2020.09.25,서울,5152
2020.09.25,부산,407
2020.09.25,대구,7129
2020.09.25,인천,901
2020.09.25,광주,490
2020.09.25,대전,357
2020.09.25,울산,145
2020.09.25,세종,75
2020.09.25,경기,4299
2020.09.25,강원,223
2020.09.25,충북,167
2020.09.25,충남,475
2020.09.25,전북,120
2020.09.25,전남,168
2020.09.25,경북,1530
2020.09.25,경남,288
2020.09.25,제주,59
2020.09.26,서울,5178
2020.09.26,부산,409
2020.09.26,대구,7130
2020.09.26,인천,902
2020.09.26,광주,490
2020.09.26,대전,358
2020.09.26,울산,145
2020.09.26,세종,75
2020.09.26,경기,4313
2020.09.26,강원,223
2020.09.26,충북,167
2020.09.26,충남,475
2020.09.26,전북,123
2020.09.26,전남,168
2020.09.26,경북,1533
2020.09.26,경남,289
2020.09.26,제주,59
2020.09.27,서울,5212
2020.09.27,부산,412
2020.09.27,대구,7130
2020.09.27,인천,911
2020.09.27,광주,492
2020.09.27,대전,358
2020.09.27,울산,145
2020.09.27,세종,76
2020.09.27,경기,4334
2020.09.27,강원,223
2020.09.27,충북,169
2020.09.27,충남,477
2020.09.27,전북,125
2020.09.27,전남,169
2020.09.27,경북,1539
2020.09.27,경남,290
2020.09.27,제주,59
2020.09.28,서울,5231
2020.09.28,부산,413
2020.09.28,대구,7130
2020.09.28,인천,912
2020.09.28,광주,492
2020.09.28,대전,358
2020.09.28,울산,146
2020.09.28,세종,76
2020.09.28,경기,4348
2020.09.28,강원,224
2020.09.28,충북,170
2020.09.28,충남,477
2020.09.28,전북,125
2020.09.28,전남,169
2020.09.28,경북,1543
2020.09.28,경남,291
2020.09.28,제주,59
2020.09.29,서울,5242
2020.09.29,부산,416
2020.09.29,대구,7130
2020.09.29,인천,912
2020.09.29,광주,492
2020.09.29,대전,358
2020.09.29,울산,146
2020.09.29,세종,76
2020.09.29,경기,4358
2020.09.29,강원,224
2020.09.29,충북,171
2020.09.29,충남,479
2020.09.29,전북,125
2020.09.29,전남,169
2020.09.29,경북,1545
2020.09.29,경남,291
2020.09.29,제주,59
2020.09.30,서울,5293
2020.09.30,부산,421
2020.09.30,대구,7132
2020.09.30,인천,916
2020.09.30,광주,495
2020.09.30,대전,360
2020.09.30,울산,147
2020.09.30,세종,76
2020.09.30,경기,4384
2020.09.30,강원,224
2020.09.30,충북,171
2020.09.30,충남,484
2020.09.30,전북,128
2020.09.30,전남,169
2020.09.30,경북,1551
2020.09.30,경남,291
2020.09.30,제주,59
2020.10.01,서울,5323
2020.10.01,부산,427
2020.10.01,대구,7133
2020.10.01,인천,919
2020.10.01,광주,495
2020.10.01,대전,360
2020.10.01,울산,147
2020.10.01,세종,76
2020.10.01,경기,4405
2020.10.01,강원,224
2020.10.01,충북,172
2020.10.01,충남,487
2020.10.01,전북,128
2020.10.01,전남,170
2020.10.01,경북,1556
2020.10.01,경남,291
2020.10.01,제주,59
2020.10.02,서울,5334
2020.10.02,부산,445
2020.10.02,대구,7133
2020.10.02,인천,923
2020.10.02,광주,495
2020.10.02,대전,360
2020.10.02,울산,147
2020.10.02,세종,76
2020.10.02,경기,4424
2020.10.02,강원,224
2020.10.02,충북,172
2020.10.02,충남,488
2020.10.02,전북,128
2020.10.02,전남,170
2020.10.02,경북,1560
2020.10.02,경남,291
2020.10.02,제주,59
2020.10.03,서울,5360
2020.10.03,부산,453
2020.10.03,대구,7133
2020.10.03,인천,930
2020.10.03,광주,495
2020.10.03,대전,362
2020.10.03,울산,147
2020.10.03,세종,76
2020.10.03,경기,4434
2020.10.03,강원,224
2020.10.03,충북,173
2020.10.03,충남,489
2020.10.03,전북,129
2020.10.03,전남,173
2020.10.03,경북,1562
2020.10.03,경남,291
2020.10.03,제주,59
2020.10.04,서울,5376
2020.10.04,부산,458
2020.10.04,대구,7135
2020.10.04,인천,936
2020.10.04,광주,496
2020.10.04,대전,364
2020.10.04,울산,148
2020.10.04,세종,76
2020.10.04,경기,4450
2020.10.04,강원,224
2020.10.04,충북,175
2020.10.04,충남,489
2020.10.04,전북,129
2020.10.04,전남,173
2020.10.04,경북,1566
2020.10.04,경남,291
2020.10.04,제주,59
2020.10.05,서울,5395
2020.10.05,부산,463
2020.10.05,대구,7136
2020.10.05,인천,941
2020.10.05,광주,496
2020.10.05,대전,365
2020.10.05,울산,152
2020.10.05,세종,77
2020.10.05,경기,4477
2020.10.05,강원,224
2020.10.05,충북,176
2020.10.05,충남,491
2020.10.05,전북,132
2020.10.05,전남,173
2020.10.05,경북,1567
2020.10.05,경남,292
2020.10.05,제주,59
2020.10.06,서울,5410
2020.10.06,부산,466
2020.10.06,대구,7136
2020.10.06,인천,945
2020.10.06,광주,496
2020.10.06,대전,368
2020.10.06,울산,153
2020.10.06,세종,77
2020.10.06,경기,4512
2020.10.06,강원,224
2020.10.06,충북,176
2020.10.06,충남,491
2020.10.06,전북,141
2020.10.06,전남,173
2020.10.06,경북,1567
2020.10.06,경남,292
2020.10.06,제주,59
2020.10.07,서울,5443
2020.10.07,부산,468
2020.10.07,대구,7137
2020.10.07,인천,951
2020.10.07,광주,496
2020.10.07,대전,370
2020.10.07,울산,154
2020.10.07,세종,78
2020.10.07,경기,4565
2020.10.07,강원,224
2020.10.07,충북,176
2020.10.07,충남,491
2020.10.07,전북,149
2020.10.07,전남,173
2020.10.07,경북,1567
2020.10.07,경남,292
2020.10.07,제주,59
2020.10.08,서울,5463
2020.10.08,부산,473
2020.10.08,대구,7137
2020.10.08,인천,956
2020.10.08,광주,496
2020.10.08,대전,377
2020.10.08,울산,154
2020.10.08,세종,78
2020.10.08,경기,4589
2020.10.08,강원,224
2020.10.08,충북,177
2020.10.08,충남,491
2020.10.08,전북,149
2020.10.08,전남,173
2020.10.08,경북,1568
2020.10.08,경남,295
2020.10.08,제주,59
2020.10.09,서울,5485
2020.10.09,부산,478
2020.10.09,대구,7138
2020.10.09,인천,956
2020.10.09,광주,496
2020.10.09,대전,382
2020.10.09,울산,154
2020.10.09,세종,78
2020.10.09,경기,4601
2020.10.09,강원,224
2020.10.09,충북,178
2020.10.09,충남,491
2020.10.09,전북,149
2020.10.09,전남,174
2020.10.09,경북,1568
2020.10.09,경남,296
2020.10.09,제주,59
2020.10.10,서울,5510
2020.10.10,부산,481
2020.10.10,대구,7139
2020.10.10,인천,964
2020.10.10,광주,496
2020.10.10,대전,383
2020.10.10,울산,154
2020.10.10,세종,78
2020.10.10,경기,4625
2020.10.10,강원,224
2020.10.10,충북,178
2020.10.10,충남,494
2020.10.10,전북,149
2020.10.10,전남,176
2020.10.10,경북,1568
2020.10.10,경남,296
2020.10.10,제주,59
2020.10.11,서울,5533
2020.10.11,부산,484
2020.10.11,대구,7140
2020.10.11,인천,965
2020.10.11,광주,496
2020.10.11,대전,385
2020.10.11,울산,155
2020.10.11,세종,78
2020.10.11,경기,4646
2020.10.11,강원,226
2020.10.11,충북,178
2020.10.11,충남,495
2020.10.11,전북,149
2020.10.11,전남,176
2020.10.11,경북,1568
2020.10.11,경남,296
2020.10.11,제주,59
2020.10.12,서울,5564
2020.10.12,부산,488
2020.10.12,대구,7140
2020.10.12,인천,968
2020.10.12,광주,497
2020.10.12,대전,398
2020.10.12,울산,155
2020.10.12,세종,78
2020.10.12,경기,4675
2020.10.12,강원,227
2020.10.12,충북,178
2020.10.12,충남,497
2020.10.12,전북,151
2020.10.12,전남,176
2020.10.12,경북,1569
2020.10.12,경남,297
2020.10.12,제주,59
2020.10.13,서울,5584
2020.10.13,부산,489
2020.10.13,대구,7141
2020.10.13,인천,968
2020.10.13,광주,499
2020.10.13,대전,408
2020.10.13,울산,155
2020.10.13,세종,78
2020.10.13,경기,4713
2020.10.13,강원,231
2020.10.13,충북,179
2020.10.13,충남,499
2020.10.13,전북,152
2020.10.13,전남,176
2020.10.13,경북,1570
2020.10.13,경남,297
2020.10.13,제주,59
2020.10.14,서울,5607
2020.10.14,부산,491
2020.10.14,대구,7141
2020.10.14,인천,976
2020.10.14,광주,499
2020.10.14,대전,412
2020.10.14,울산,156
2020.10.14,세종,78
2020.10.14,경기,4744
2020.10.14,강원,231
2020.10.14,충북,179
2020.10.14,충남,500
2020.10.14,전북,152
2020.10.14,전남,176
2020.10.14,경북,1570
2020.10.14,경남,297
2020.10.14,제주,59
2020.10.15,서울,5632
2020.10.15,부산,546
2020.10.15,대구,7141
2020.10.15,인천,987
2020.10.15,광주,499
2020.10.15,대전,413
2020.10.15,울산,156
2020.10.15,세종,78
2020.10.15,경기,4752
2020.10.15,강원,232
2020.10.15,충북,180
2020.10.15,충남,500
2020.10.15,전북,153
2020.10.15,전남,176
2020.10.15,경북,1571
2020.10.15,경남,297
2020.10.15,제주,59
2020.10.16,서울,5650
2020.10.16,부산,546
2020.10.16,대구,7141
2020.10.16,인천,991
2020.10.16,광주,499
2020.10.16,대전,415
2020.10.16,울산,156
2020.10.16,세종,78
2020.10.16,경기,4769
2020.10.16,강원,232
2020.10.16,충북,180
2020.10.16,충남,501
2020.10.16,전북,155
2020.10.16,전남,176
2020.10.16,경북,1571
2020.10.16,경남,297
2020.10.16,제주,59
2020.10.17,서울,5668
2020.10.17,부산,552
2020.10.17,대구,7142
2020.10.17,인천,993
2020.10.17,광주,500
2020.10.17,대전,415
2020.10.17,울산,156
2020.10.17,세종,78
2020.10.17,경기,4801
2020.10.17,강원,235
2020.10.17,충북,180
2020.10.17,충남,503
2020.10.17,전북,155
2020.10.17,전남,177
2020.10.17,경북,1571
2020.10.17,경남,299
2020.10.17,제주,59
2020.10.18,서울,5688
2020.10.18,부산,556
2020.10.18,대구,7142
2020.10.18,인천,994
2020.10.18,광주,500
2020.10.18,대전,416
2020.10.18,울산,156
2020.10.18,세종,78
2020.10.18,경기,4851
2020.10.18,강원,237
2020.10.18,충북,180
2020.10.18,충남,503
2020.10.18,전북,155
2020.10.18,전남,177
2020.10.18,경북,1571
2020.10.18,경남,299
2020.10.18,제주,59
2020.10.19,서울,5702
2020.10.19,부산,571
2020.10.19,대구,7142
2020.10.19,인천,999
2020.10.19,광주,502
2020.10.19,대전,418
2020.10.19,울산,156
2020.10.19,세종,78
2020.10.19,경기,4869
2020.10.19,강원,238
2020.10.19,충북,181
2020.10.19,충남,505
2020.10.19,전북,156
2020.10.19,전남,177
2020.10.19,경북,1573
2020.10.19,경남,300
2020.10.19,제주,59
2020.10.20,서울,5713
2020.10.20,부산,573
2020.10.20,대구,7142
2020.10.20,인천,1002
2020.10.20,광주,502
2020.10.20,대전,419
2020.10.20,울산,156
2020.10.20,세종,78
2020.10.20,경기,4897
2020.10.20,강원,241
2020.10.20,충북,183
2020.10.20,충남,507
2020.10.20,전북,156
2020.10.20,전남,177
2020.10.20,경북,1575
2020.10.20,경남,301
2020.10.20,제주,59
2020.10.21,서울,5730
2020.10.21,부산,583
2020.10.21,대구,7142
2020.10.21,인천,1008
2020.10.21,광주,503
2020.10.21,대전,423
2020.10.21,울산,157
2020.10.21,세종,78
2020.10.21,경기,4921
2020.10.21,강원,243
2020.10.21,충북,184
2020.10.21,충남,507
2020.10.21,전북,156
2020.10.21,전남,178
2020.10.21,경북,1577
2020.10.21,경남,301
2020.10.21,제주,59
2020.10.22,서울,5748
2020.10.22,부산,588
2020.10.22,대구,7144
2020.10.22,인천,1012
2020.10.22,광주,503
2020.10.22,대전,423
2020.10.22,울산,157
2020.10.22,세종,78
2020.10.22,경기,4988
2020.10.22,강원,245
2020.10.22,충북,184
2020.10.22,충남,518
2020.10.22,전북,158
2020.10.22,전남,178
2020.10.22,경북,1578
2020.10.22,경남,301
2020.10.22,제주,59
2020.10.23,서울,5768
2020.10.23,부산,588
2020.10.23,대구,7149
2020.10.23,인천,1017
2020.10.23,광주,509
2020.10.23,대전,423
2020.10.23,울산,157
2020.10.23,세종,78
2020.10.23,경기,5091
2020.10.23,강원,246
2020.10.23,충북,184
2020.10.23,충남,522
2020.10.23,전북,160
2020.10.23,전남,179
2020.10.23,경북,1578
2020.10.23,경남,301
2020.10.23,제주,59
2020.10.24,서울,5790
2020.10.24,부산,588
2020.10.24,대구,7149
2020.10.24,인천,1019
2020.10.24,광주,509
2020.10.24,대전,428
2020.10.24,울산,157
2020.10.24,세종,78
2020.10.24,경기,5126
2020.10.24,강원,246
2020.10.24,충북,184
2020.10.24,충남,527
2020.10.24,전북,160
2020.10.24,전남,181
2020.10.24,경북,1578
2020.10.24,경남,301
2020.10.24,제주,59
2020.10.25,서울,5807
2020.10.25,부산,589
2020.10.25,대구,7150
2020.10.25,인천,1019
2020.10.25,광주,509
2020.10.25,대전,429
2020.10.25,울산,158
2020.10.25,세종,78
2020.10.25,경기,5153
2020.10.25,강원,246
2020.10.25,충북,184
2020.10.25,충남,529
2020.10.25,전북,160
2020.10.25,전남,181
2020.10.25,경북,1578
2020.10.25,경남,303
2020.10.25,제주,59
2020.10.26,서울,5827
2020.10.26,부산,589
2020.10.26,대구,7150
2020.10.26,인천,1022
2020.10.26,광주,509
2020.10.26,대전,430
2020.10.26,울산,159
2020.10.26,세종,79
2020.10.26,경기,5220
2020.10.26,강원,246
2020.10.26,충북,186
2020.10.26,충남,530
2020.10.26,전북,160
2020.10.26,전남,181
2020.10.26,경북,1581
2020.10.26,경남,306
2020.10.26,제주,59
2020.10.27,서울,5851
2020.10.27,부산,590
2020.10.27,대구,7150
2020.10.27,인천,1024
2020.10.27,광주,509
2020.10.27,대전,435
2020.10.27,울산,159
2020.10.27,세종,79
2020.10.27,경기,5255
2020.10.27,강원,252
2020.10.27,충북,187
2020.10.27,충남,531
2020.10.27,전북,160
2020.10.27,전남,184
2020.10.27,경북,1581
2020.10.27,경남,311
2020.10.27,제주,59
2020.10.28,서울,5876
2020.10.28,부산,590
2020.10.28,대구,7152
2020.10.28,인천,1034
2020.10.28,광주,509
2020.10.28,대전,442
2020.10.28,울산,159
2020.10.28,세종,79
2020.10.28,경기,5286
2020.10.28,강원,266
2020.10.28,충북,187
2020.10.28,충남,532
2020.10.28,전북,163
2020.10.28,전남,184
2020.10.28,경북,1586
2020.10.28,경남,314
2020.10.28,제주,59
2020.10.29,서울,5912
2020.10.29,부산,590
2020.10.29,대구,7155
2020.10.29,인천,1039
2020.10.29,광주,511
2020.10.29,대전,442
2020.10.29,울산,161
2020.10.29,세종,79
2020.10.29,경기,5344
2020.10.29,강원,273
2020.10.29,충북,187
2020.10.29,충남,533
2020.10.29,전북,164
2020.10.29,전남,184
2020.10.29,경북,1587
2020.10.29,경남,314
2020.10.29,제주,59
2020.10.30,서울,5960
2020.10.30,부산,590
2020.10.30,대구,7165
2020.10.30,인천,1042
2020.10.30,광주,511
2020.10.30,대전,442
2020.10.30,울산,163
2020.10.30,세종,79
2020.10.30,경기,5376
2020.10.30,강원,279
2020.10.30,충북,189
2020.10.30,충남,536
2020.10.30,전북,166
2020.10.30,전남,185
2020.10.30,경북,1587
2020.10.30,경남,315
2020.10.30,제주,59
2020.10.31,서울,6011
2020.10.31,부산,592
2020.10.31,대구,7174
2020.10.31,인천,1045
2020.10.31,광주,511
2020.10.31,대전,442
2020.10.31,울산,163
2020.10.31,세종,82
2020.10.31,경기,5403
2020.10.31,강원,279
2020.10.31,충북,189
2020.10.31,충남,541
2020.10.31,전북,166
2020.10.31,전남,185
2020.10.31,경북,1587
2020.10.31,경남,316
2020.10.31,제주,59
2020.11.01,서울,6056
2020.11.01,부산,592
2020.11.01,대구,7176
2020.11.01,인천,1049
2020.11.01,광주,514
2020.11.01,대전,442
2020.11.01,울산,163
2020.11.01,세종,82
2020.11.01,경기,5441
2020.11.01,강원,282
2020.11.01,충북,190
2020.11.01,충남,550
2020.11.01,전북,166
2020.11.01,전남,188
2020.11.01,경북,1587
2020.11.01,경남,318
2020.11.01,제주,59
2020.11.02,서울,6081
2020.11.02,부산,592
2020.11.02,대구,7179
2020.11.02,인천,1051
2020.11.02,광주,514
2020.11.02,대전,442
2020.11.02,울산,164
2020.11.02,세종,82
2020.11.02,경기,5482
2020.11.02,강원,283
2020.11.02,충북,192
2020.11.02,충남,561
2020.11.02,전북,166
2020.11.02,전남,190
2020.11.02,경북,1588
2020.11.02,경남,319
2020.11.02,제주,59
2020.11.03,서울,6103
2020.11.03,부산,593
2020.11.03,대구,7179
2020.11.03,인천,1052
2020.11.03,광주,516
2020.11.03,대전,442
2020.11.03,울산,164
2020.11.03,세종,82
2020.11.03,경기,5509
2020.11.03,강원,284
2020.11.03,충북,193
2020.11.03,충남,568
2020.11.03,전북,166
2020.11.03,전남,190
2020.11.03,경북,1588
2020.11.03,경남,320
2020.11.03,제주,59
2020.11.04,서울,6145
2020.11.04,부산,594
2020.11.04,대구,7181
2020.11.04,인천,1056
2020.11.04,광주,516
2020.11.04,대전,443
2020.11.04,울산,165
2020.11.04,세종,82
2020.11.04,경기,5552
2020.11.04,강원,284
2020.11.04,충북,193
2020.11.04,충남,578
2020.11.04,전북,166
2020.11.04,전남,190
2020.11.04,경북,1590
2020.11.04,경남,320
2020.11.04,제주,60
2020.11.05,서울,6195
2020.11.05,부산,598
2020.11.05,대구,7183
2020.11.05,인천,1061
2020.11.05,광주,516
2020.11.05,대전,443
2020.11.05,울산,165
2020.11.05,세종,82
2020.11.05,경기,5579
2020.11.05,강원,285
2020.11.05,충북,195
2020.11.05,충남,601
2020.11.05,전북,166
2020.11.05,전남,190
2020.11.05,경북,1590
2020.11.05,경남,325
2020.11.05,제주,60
2020.11.06,서울,6235
2020.11.06,부산,598
2020.11.06,대구,7183
2020.11.06,인천,1061
2020.11.06,광주,516
2020.11.06,대전,443
2020.11.06,울산,165
2020.11.06,세종,82
2020.11.06,경기,5626
2020.11.06,강원,292
2020.11.06,충북,195
2020.11.06,충남,626
2020.11.06,전북,167
2020.11.06,전남,190
2020.11.06,경북,1591
2020.11.06,경남,338
2020.11.06,제주,60
2020.11.07,서울,6272
2020.11.07,부산,600
2020.11.07,대구,7184
2020.11.07,인천,1062
2020.11.07,광주,516
2020.11.07,대전,444
2020.11.07,울산,165
2020.11.07,세종,82
2020.11.07,경기,5647
2020.11.07,강원,296
2020.11.07,충북,195
2020.11.07,충남,635
2020.11.07,전북,167
2020.11.07,전남,190
2020.11.07,경북,1591
2020.11.07,경남,343
2020.11.07,제주,60
2020.11.08,서울,6326
2020.11.08,부산,600
2020.11.08,대구,7191
2020.11.08,인천,1065
2020.11.08,광주,518
2020.11.08,대전,445
2020.11.08,울산,166
2020.11.08,세종,82
2020.11.08,경기,5672
2020.11.08,강원,305
2020.11.08,충북,197
2020.11.08,충남,644
2020.11.08,전북,167
2020.11.08,전남,194
2020.11.08,경북,1593
2020.11.08,경남,353
2020.11.08,제주,60
2020.11.09,서울,6372
2020.11.09,부산,602
2020.11.09,대구,7197
2020.11.09,인천,1067
2020.11.09,광주,519
2020.11.09,대전,445
2020.11.09,울산,166
2020.11.09,세종,82
2020.11.09,경기,5694
2020.11.09,강원,316
2020.11.09,충북,201
2020.11.09,충남,654
2020.11.09,전북,171
2020.11.09,전남,196
2020.11.09,경북,1594
2020.11.09,경남,357
2020.11.09,제주,60
2020.11.10,서울,6407
2020.11.10,부산,603
2020.11.10,대구,7198
2020.11.10,인천,1070
2020.11.10,광주,524
2020.11.10,대전,445
2020.11.10,울산,166
2020.11.10,세종,82
2020.11.10,경기,5727
2020.11.10,강원,319
2020.11.10,충북,203
2020.11.10,충남,658
2020.11.10,전북,171
2020.11.10,전남,198
2020.11.10,경북,1595
2020.11.10,경남,359
2020.11.10,제주,60
2020.11.11,서울,6452
2020.11.11,부산,606
2020.11.11,대구,7198
2020.11.11,인천,1071
2020.11.11,광주,528
2020.11.11,대전,446
2020.11.11,울산,166
2020.11.11,세종,82
2020.11.11,경기,5780
2020.11.11,강원,328
2020.11.11,충북,205
2020.11.11,충남,665
2020.11.11,전북,172
2020.11.11,전남,199
2020.11.11,경북,1595
2020.11.11,경남,370
2020.11.11,제주,60
2020.11.12,서울,6505
2020.11.12,부산,608
2020.11.12,대구,7201
2020.11.12,인천,1073
2020.11.12,광주,534
2020.11.12,대전,448
2020.11.12,울산,167
2020.11.12,세종,82
2020.11.12,경기,5815
2020.11.12,강원,334
2020.11.12,충북,206
2020.11.12,충남,674
2020.11.12,전북,172
2020.11.12,전남,207
2020.11.12,경북,1596
2020.11.12,경남,374
2020.11.12,제주,61
2020.11.13,서울,6579
2020.11.13,부산,608
2020.11.13,대구,7202
2020.11.13,인천,1077
2020.11.13,광주,539
2020.11.13,대전,448
2020.11.13,울산,167
2020.11.13,세종,83
2020.11.13,경기,5862
2020.11.13,강원,357
2020.11.13,충북,207
2020.11.13,충남,682
2020.11.13,전북,172
2020.11.13,전남,216
2020.11.13,경북,1596
2020.11.13,경남,377
2020.11.13,제주,62
2020.11.14,서울,6648
2020.11.14,부산,612
2020.11.14,대구,7202
2020.11.14,인천,1078
2020.11.14,광주,547
2020.11.14,대전,450
2020.11.14,울산,167
2020.11.14,세종,84
2020.11.14,경기,5911
2020.11.14,강원,375
2020.11.14,충북,207
2020.11.14,충남,693
2020.11.14,전북,176
2020.11.14,전남,229
2020.11.14,경북,1596
2020.11.14,경남,381
2020.11.14,제주,62
2020.11.15,서울,6733
2020.11.15,부산,612
2020.11.15,대구,7203
2020.11.15,인천,1080
2020.11.15,광주,556
2020.11.15,대전,450
2020.11.15,울산,167
2020.11.15,세종,84
2020.11.15,경기,5956
2020.11.15,강원,394
2020.11.15,충북,215
2020.11.15,충남,698
2020.11.15,전북,178
2020.11.15,전남,238
2020.11.15,경북,1598
2020.11.15,경남,384
2020.11.15,제주,62
2020.11.16,서울,6814
2020.11.16,부산,612
2020.11.16,대구,7203
2020.11.16,인천,1090
2020.11.16,광주,560
2020.11.16,대전,453
2020.11.16,울산,167
2020.11.16,세종,85
2020.11.16,경기,5998
2020.11.16,강원,414
2020.11.16,충북,218
2020.11.16,충남,704
2020.11.16,전북,179
2020.11.16,전남,248
2020.11.16,경북,1612
2020.11.16,경남,388
2020.11.16,제주,63
2020.11.17,서울,6903
2020.11.17,부산,612
2020.11.17,대구,7206
2020.11.17,인천,1103
2020.11.17,광주,578
2020.11.17,대전,454
2020.11.17,울산,167
2020.11.17,세종,86
2020.11.17,경기,6050
2020.11.17,강원,427
2020.11.17,충북,218
2020.11.17,충남,713
2020.11.17,전북,179
2020.11.17,전남,264
2020.11.17,경북,1615
2020.11.17,경남,391
2020.11.17,제주,63
2020.11.18,서울,6995
2020.11.18,부산,617
2020.11.18,대구,7208
2020.11.18,인천,1115
2020.11.18,광주,587
2020.11.18,대전,455
2020.11.18,울산,170
2020.11.18,세종,86
2020.11.18,경기,6137
2020.11.18,강원,432
2020.11.18,충북,218
2020.11.18,충남,720
2020.11.18,전북,179
2020.11.18,전남,279
2020.11.18,경북,1631
2020.11.18,경남,400
2020.11.18,제주,63
2020.11.19,서울,7104
2020.11.19,부산,622
2020.11.19,대구,7210
2020.11.19,인천,1127
2020.11.19,광주,595
2020.11.19,대전,456
2020.11.19,울산,170
2020.11.19,세종,86
2020.11.19,경기,6201
2020.11.19,강원,452
2020.11.19,충북,222
2020.11.19,충남,733
2020.11.19,전북,181
2020.11.19,전남,307
2020.11.19,경북,1639
2020.11.19,경남,428
2020.11.19,제주,63
2020.11.20,서울,7236
2020.11.20,부산,624
2020.11.20,대구,7211
2020.11.20,인천,1157
2020.11.20,광주,599
2020.11.20,대전,456
2020.11.20,울산,170
2020.11.20,세종,86
2020.11.20,경기,6274
2020.11.20,강원,476
2020.11.20,충북,224
2020.11.20,충남,748
2020.11.20,전북,194
2020.11.20,전남,321
2020.11.20,경북,1649
2020.11.20,경남,446
2020.11.20,제주,65
2020.11.21,서울,7392
2020.11.21,부산,631
2020.11.21,대구,7212
2020.11.21,인천,1179
2020.11.21,광주,606
2020.11.21,대전,457
2020.11.21,울산,171
2020.11.21,세종,86
2020.11.21,경기,6367
2020.11.21,강원,491
2020.11.21,충북,225
2020.11.21,충남,769
2020.11.21,전북,208
2020.11.21,전남,340
2020.11.21,경북,1657
2020.11.21,경남,457
2020.11.21,제주,65
2020.11.22,서울,7513
2020.11.22,부산,632
2020.11.22,대구,7213
2020.11.22,인천,1206
2020.11.22,광주,614
2020.11.22,대전,457
2020.11.22,울산,172
2020.11.22,세종,86
2020.11.22,경기,6442
2020.11.22,강원,504
2020.11.22,충북,225
2020.11.22,충남,782
2020.11.22,전북,220
2020.11.22,전남,353
2020.11.22,경북,1663
2020.11.22,경남,476
2020.11.22,제주,65
2020.11.23,서울,7625
2020.11.23,부산,637
2020.11.23,대구,7215
2020.11.23,인천,1229
2020.11.23,광주,615
2020.11.23,대전,460
2020.11.23,울산,173
2020.11.23,세종,87
2020.11.23,경기,6518
2020.11.23,강원,516
2020.11.23,충북,225
2020.11.23,충남,791
2020.11.23,전북,229
2020.11.23,전남,358
2020.11.23,경북,1667
2020.11.23,경남,478
2020.11.23,제주,66
2020.11.24,서울,7758
2020.11.24,부산,643
2020.11.24,대구,7218
2020.11.24,인천,1246
2020.11.24,광주,618
2020.11.24,대전,460
2020.11.24,울산,175
2020.11.24,세종,89
2020.11.24,경기,6599
2020.11.24,강원,562
2020.11.24,충북,228
2020.11.24,충남,799
2020.11.24,전북,244
2020.11.24,전남,365
2020.11.24,경북,1676
2020.11.24,경남,481
2020.11.24,제주,67
2020.11.25,서울,7900
2020.11.25,부산,661
2020.11.25,대구,7223
2020.11.25,인천,1286
2020.11.25,광주,632
2020.11.25,대전,464
2020.11.25,울산,178
2020.11.25,세종,89
2020.11.25,경기,6681
2020.11.25,강원,575
2020.11.25,충북,231
2020.11.25,충남,817
2020.11.25,전북,252
2020.11.25,전남,373
2020.11.25,경북,1679
2020.11.25,경남,492
2020.11.25,제주,70
2020.11.26,서울,8113
2020.11.26,부산,683
2020.11.26,대구,7224
2020.11.26,인천,1305
2020.11.26,광주,646
2020.11.26,대전,465
2020.11.26,울산,185
2020.11.26,세종,93
